id,nom,prenom,page
12062,Benoît,Di Sabatino,/director/benoit-di-sabatino-1/
12063,Peter,Rudy,/director/peter-rudy/
12064,Yuriy,Kara,/director/yuriy-kara/
12065,Devi,Prasad,/director/devi-prasad/
12066,Garrett,Bennett,/director/garrett-bennett/
12067,Oceano,Vieira de Melo,/director/oceano-vieira-de-melo/
12068,Sunil,Soma Peiris,/director/sunil-soma-peiris/
12069,Takis,Papagiannidis,/director/takis-papagiannidis/
12070,Petra,Lataster-Czisch,/director/petra-lataster-czisch/
12071,Gerhard,Hroß,/director/gerhard-hro/
12072,Barry,Sonnenfeld,/director/barry-sonnenfeld/
12073,Chris,Leavens,/director/chris-leavens/
12074,Anne,de Marcken,/director/anne-de-marcken/
12075,Faruk,Aksoy,/director/faruk-aksoy/
12076,Doug,Miles,/director/doug-miles/
12077,David,Huey,/director/david-huey/
12078,Eva,López Sánchez,/director/eva-lopez-sanchez/
12079,Hiroyuki,Yano,/director/hiroyuki-yano/
12080,Jessica,Hudson,/director/jessica-hudson/
12081,Mario,Camus,/director/mario-camus/
12082,Eric,Donell,/director/eric-donell/
12083,Nancy,LeBrun,/director/nancy-lebrun/
12084,Jeff,Kirkendall,/director/jeff-kirkendall/
12085,Lee,Kyung-young,/director/lee-kyung-young/
12086,Bernhard,Weirather,/director/bernhard-weirather/
12087,Elvira,Serio,/director/elvira-serio/
12088,Joseph,Manduke,/director/joseph-manduke-1/
12089,Gary,Goddard,/director/gary-goddard/
12090,Stéphane,Goudet,/director/stephane-goudet/
12091,Assane,Kouyaté,/director/assane-kouyate/
12092,Wang,Tung,/director/wang-tung/
12093,Stéphane,Elmadjian,/director/stephane-elmadjian/
12094,Andrei,Proshkin,/director/andrei-proshkin/
12095,Christophe,Barratier,/director/christophe-barratier/
12096,Wolfgang,F. Henschel,/director/wolfgang-f-henschel/
12097,Stefano,Canapa,/director/stefano-canapa/
12098,Andreas,Horvath,/director/andreas-horvath/
12099,Gerardo,Stawsky,/director/gerardo-stawsky/
12100,Bertrand,Lee,/director/bertrand-lee/
12101,Radu,Polizu,/director/radu-polizu/
12102,Martin,Turk,/director/martin-turk/
12103,Marcelo,Trotta,/director/marcelo-trotta/
12104,Roger,Michell,/director/roger-michell/
12105,Carlos,Cuarón,/director/carlos-cuaron-1/
12106,David,Moore,/director/david-moore-1/
12107,Keisuke,Toyoshima,/director/keisuke-toyoshima/
12108,Stefan,Knerrich,/director/stefan-knerrich/
12109,Jean-Louis,Gonnet,/director/jean-louis-gonnet/
12110,Martial,Fougeron,/director/martial-fougeron/
12111,Armand,Lameloise,/director/armand-lameloise-1/
12112,Vincent,Paterson,/director/vincent-paterson/
12113,Balz,Raz,/director/balz-raz/
12114,Sarah,Leonor,/director/sarah-leonor/
12115,Ryen,McPherson,/director/ryen-mcpherson/
12116,Andrej,Košak,/director/andrej-kosak/
12117,Maike,Mia Höhne,/director/maike-mia-hohne/
12118,Benoît,Delépine,/director/benoit-delepine/
12119,Lisandra,Rivera,/director/lisandra-rivera/
12120,Christoffer,Salzgeber,/director/christoffer-salzgeber/
12121,Dave,Payne,/director/dave-payne/
12122,Bill,Bryan,/director/bill-bryan/
12123,Patrick,Downs,/director/patrick-downs/
12124,Frédéric,Forestier,/director/frederic-forestier/
12125,A.,Karunakaran,/director/a-karunakaran/
12126,Michael,Samuels,/director/michael-samuels/
12127,Hank,Whetstone,/director/hank-whetstone/
12128,Géza,Bereményi,/director/geza-beremenyi/
12129,Michel,Welterlin,/director/michel-welterlin/
12130,Richard,Beaune,/director/richard-beaune/
12131,Thomas,Schadt,/director/thomas-schadt/
12132,Tino,Schwanemann,/director/tino-schwanemann/
12133,Klemen,Dvornik,/director/klemen-dvornik/
12134,Gerald,Bezhanov,/director/gerald-bezhanov/
12135,Olivier,Panchot,/director/olivier-panchot/
12136,Alfred,Jungraithmayr,/director/alfred-jungraithmayr/
12137,James,Longley,/director/james-longley/
12138,Steve,Ayson,/director/steve-ayson/
12139,Richard,W. Bean,/director/richard-w-bean/
12140,Sheng,Zhimin,/director/sheng-zhimin/
12141,David,Frankel,/director/david-frankel/
12142,Ezio,Massa,/director/ezio-massa/
12143,M.S.,Rajashekar,/director/ms-rajashekar/
12144,Barun,Kabasi,/director/barun-kabasi/
12145,Andreas,Morell,/director/andreas-morell/
12146,Jonathan,LeMond,/director/jonathan-lemond/
12147,Zoe,Clarke-Williams,/director/zoe-clarke-williams/
12148,Paul,F. Ryan,/director/paul-f-ryan/
12149,Josep,Maria Domènech,/director/josep-maria-domenech/
12150,Sylvia,Chang,/director/sylvia-chang/
12151,Abdul,Majith,/director/abdul-majith/
12152,Robert,Cuffley,/director/robert-cuffley/
12153,Ken,Sanzel,/director/ken-sanzel/
12154,Jang,Kyu-sung,/director/jang-kyu-sung/
12155,Su,Chaobin,/director/chao-bin-su/
12156,Straw,Weisman,/director/straw-weisman/
12157,Pierre,Edwards,/director/pierre-edwards/
12158,Vangelis,Seitanidis,/director/vangelis-seitanidis/
12159,Christopher,Hanson,/director/christopher-hanson/
12160,Darío,Stegmayer,/director/dario-stegmayer/
12161,Yue,Jiang,/director/yue-jiang/
12162,Giovanni,Davide Maderna,/director/giovanni-davide-maderna/
12163,Inês,de Medeiros,/director/ines-de-medeiros/
12164,Atsushi,Funahashi,/director/atsushi-funahashi/
12165,Dariusz,Steiness,/director/dariusz-steiness/
12166,Arkadiy,Sirenko,/director/arkadiy-sirenko/
12167,Bob,Gale,/director/bob-gale/
12168,Keith,Snyder,/director/keith-snyder/
12169,Billy,Hayes,/director/billy-hayes/
12170,Takashi,Tsukinoki,/director/takashi-tsukinoki/
12171,Alicia,Scherson,/director/alicia-scherson/
12172,Shunichi,Kajima,/director/shunichi-kajima/
12173,Antonella,La Sala,/director/antonella-la-sala/
12174,Lin,Li,/director/lin-li-1/
12175,Yanara,Guayasamín,/director/yanara-guayasamin/
12176,Guy,Vasilovich,/director/guy-vasilovich/
12177,Anand,Patwardhan,/director/anand-patwardhan/
12178,Hari,,/director/hari-1/
12179,Dean,Francis,/director/dean-francis/
12180,Willem,van de Sande Bakhuyzen,/director/willem-van-de-sande-bakhuyzen/
12181,T.,Arthur Cottam,/director/t-arthur-cottam/
12182,Nick,Hallam,/director/nick-hallam/
12183,Andrzej,Sekula,/director/andrzej-sekula/
12184,Samad,Davis,/director/samad-davis/
12185,Sharon,Zurek,/director/sharon-zurek/
12186,Sean,Dash,/director/sean-dash/
12187,José,Antonio Nieves Conde,/director/jose-antonio-nieves-conde/
12188,Jalal,Merhi,/director/jalal-merhi/
12189,Grant,Heslov,/director/grant-heslov/
12190,Leanne,Whitney,/director/leanne-whitney/
12191,Ate,de Jong,/director/ate-de-jong/
12192,Gilles,Jacob,/director/gilles-jacob/
12193,Jorge,Ortiz de Landázuri Yzarduy,/director/jorge-ortiz-de-landazuri-yzarduy/
12194,Nicholas,Wright,/director/nicholas-wright-4/
12195,Luc,Boland,/director/luc-boland/
12196,Toni,Myers,/director/toni-myers/
12197,Francesco,Taboada Tabone,/director/francesco-taboada-tabone/
12198,Gilles,de Maistre,/director/gilles-de-maistre/
12199,Hans,Pos,/director/hans-pos/
12200,Daniel,Karlin,/director/daniel-karlin/
12201,Eduardo,de Gregorio,/director/eduardo-de-gregorio/
12202,Yook,Sang-hyo,/director/yook-sang-hyo/
12203,Bruno,Safadi,/director/bruno-safadi/
12204,Matthew,Ginsburg,/director/matthew-ginsburg/
12205,Marcelo,Mangone,/director/marcelo-mangone/
12206,Ernst,Josef Lauscher,/director/ernst-josef-lauscher/
12207,Ariel,Filosa,/director/ariel-filosa/
12208,Jeroen,Berkvens,/director/jeroen-berkvens/
12209,William,Sachs,/director/william-sachs/
12210,Jon,Purdy,/director/jon-purdy/
12211,Katie,Tallo,/director/katie-tallo/
12212,Pernille,Fischer Christensen,/director/pernille-fischer-christensen/
12213,Klau,Jongre,/director/klau-jongre/
12214,Peter,Chappell,/director/peter-chappell/
12215,Sabine,Michel,/director/sabine-michel/
12216,Daniel,Serra,/director/daniel-serra/
12217,Greg,Socher,/director/greg-socher/
12218,Scott,Treleaven,/director/scott-treleaven/
12219,Bruce,Neibaur,/director/bruce-neibaur/
12220,Steven,Quale,/director/steven-quale/
12221,Akira,Nishimori,/director/akira-nishimori/
12222,Ferenc,Rófusz,/director/ferenc-rofusz/
12223,Ryuichi,Inomata,/director/ryuichi-inomata/
12224,Lucas,Elliot Eberl,/director/lucas-elliot-eberl/
12225,Bernhard,Sallmann,/director/bernhard-sallmann/
12226,Mark,Bussler,/director/mark-bussler/
12227,Walter,Klenhard,/director/walter-klenhard-2/
12228,Patricia,Riggen,/director/patricia-riggen/
12229,Andrew,Paddington,/director/andrew-paddington/
12230,Karen,Rossi Coughlin,/director/karen-rossi-coughlin/
12231,Nick,Spark,/director/nick-spark/
12232,Masatsugu,Asahi,/director/masatsugu-asahi/
12233,Morgan,J. Freeman,/director/morgan-j-freeman/
12234,Richard,Loncraine,/director/richard-loncraine/
12235,Mingmonkul,Sonakul,/director/mingmonkul-sonakul/
12236,Martin,Guigui,/director/martin-guigui/
12237,John,Vincent,/director/john-vincent/
12238,Terri,Randall,/director/terri-randall/
12239,Darmasena,Pathiraja,/director/darmasena-pathiraja/
12240,Helen,Littleboy,/director/helen-littleboy/
12241,Fernand,Melgar,/director/fernand-melgar/
12242,Steve,Cowan,/director/steve-cowan/
12243,Alexander,J. Seiler,/director/alexander-j-seiler/
12244,Mariano,Llinás,/director/mariano-llinas/
12245,David,Semel,/director/david-semel/
12246,Lianne,Klapper-McNally,/director/lianne-klapper-mcnally/
12247,Andrés,Di Tella,/director/andres-di-tella/
12248,Brad,Marlowe,/director/brad-marlowe/
12249,Ernesto,Baca,/director/ernesto-baca/
12250,Paul,Elkaïm,/director/paul-elkaim/
12251,Kantz,,/director/kantz/
12252,Nicola,De Rinaldo,/director/nicola-de-rinaldo/
12253,Julian,Holmes,/director/julian-holmes/
12254,James,LaRocca,/director/james-larocca/
12255,Masahiko,Maesawa,/director/masahiko-maesawa/
12256,Peter,Dubiel,/director/peter-dubiel/
12257,William,Mayo,/director/william-mayo/
12258,Patricia,Plattner,/director/patricia-plattner-1/
12259,Federico,León,/director/federico-leon/
12260,Ofer,Vitzman,/director/ofer-vitzman/
12261,Maurizio,Sciarra,/director/maurizio-sciarra/
12262,Igor,Fioravanti,/director/igor-fioravanti/
12263,Enrico,Oldoini,/director/enrico-oldoini/
12264,John,Kricfalusi,/director/john-kricfalusi-1/
12265,Buket,Alakuş,/director/buket-alakus/
12266,Joaquín,Eyzaguirre,/director/joaquin-eyzaguirre/
12267,Henry,Poon,/director/henry-poon/
12268,Shyam,Prasad,/director/shyam-prasad/
12269,Monika,Elšíková,/director/monika-elsikova/
12270,Diego,Lerman,/director/diego-lerman/
12271,Yoo,Ha,/director/yoo-ha/
12272,Arlene,Sanford,/director/arlene-sanford/
12273,Amayo,Uzo Philips,/director/amayo-uzo-philips/
12274,Jordi,Mollà,/director/jordi-molla/
12275,Leyla,Grunberg,/director/leyla-grunberg/
12276,Mandel,Holland,/director/mandel-holland/
12277,Jane,Manning,/director/jane-manning/
12278,Deepak,Anand,/director/deepak-anand/
12279,Mari,Rantasila,/director/mari-rantasila/
12280,Gregory,Coyes,/director/gregory-coyes/
12281,Nasser,Bakhti,/director/nasser-bakhti/
12282,Kirsten,Petersen,/director/kirsten-petersen/
12283,Sébastien,Grall,/director/sebastien-grall/
12284,Anders,Andersson,/director/anders-andersson-4/
12285,Julio,D. Wallovits,/director/julio-d-wallovits/
12286,Eugenie,Jansen,/director/eugenie-jansen/
12287,Sumio,Watanabe,/director/sumio-watanabe/
12288,Shutaro,Oku,/director/shutaro-oku/
12289,Otto,Retzer,/director/otto-retzer-1/
12290,Nicholas,Markel,/director/nicholas-markel/
12291,Till,Passow,/director/till-passow/
12292,Sam,Holdren,/director/sam-holdren/
12293,Carl,Doran,/director/carl-doran/
12294,Carol,Hughes,/director/carol-hughes/
12295,Raymonde,Provencher,/director/raymonde-provencher/
12296,Gadi,Harel,/director/gadi-harel/
12297,Marion,Milne,/director/marion-milne-1/
12298,Yulie,Cohen,/director/yulie-cohen/
12299,Federica,Martino,/director/federica-martino/
12300,Martin,Huberty,/director/martin-huberty/
12301,Alessandro,D'Alatri,/director/alessandro-dalatri/
12302,Kimberly,K. Wilson,/director/kimberly-k-wilson/
12303,Jim,Rowley,/director/jim-rowley-1/
12304,Adolfo,Martínez Solares,/director/adolfo-martinez-solares/
12305,Jerry,Lopez Sineneng,/director/jerry-lopez-sineneng/
12306,Aleksandr,Dulerayn,/director/aleksandr-dulerayn/
12307,Aleksandr,Pavlovskiy,/director/aleksandr-pavlovskiy/
12308,Zsombor,Dyga,/director/zsombor-dyga-1/
12309,Ahmad,Awwad,/director/ahmad-awwad/
12310,Ruben,Torres,/director/ruben-torres/
12311,Jamie,Tedeschi,/director/jamie-tedeschi/
12312,Reinhard,Schwabenitzky,/director/reinhard-schwabenitzky/
12313,Mariana,Arruti,/director/mariana-arruti/
12314,Jérôme,Wybon,/director/jerome-wybon/
12315,John,Hyams,/director/john-hyams/
12316,Tripp,Norton,/director/tripp-norton/
12317,Florian,Baxmeyer,/director/florian-baxmeyer-1/
12318,Lawrence,Blume,/director/lawrence-blume/
12319,Ossama,Mohammed,/director/ossama-mohammed/
12320,Gao,Xiaosong,/director/gao-xiaosong/
12321,Nadia,ben Rachid,/director/nadia-ben-rachid/
12322,Myriam,Mézières,/director/myriam-mezieres/
12323,Darren,Chesworth,/director/darren-chesworth/
12324,Bénédicte,Liénard,/director/benedicte-lienard/
12325,Kazem,Rastgoftar,/director/kazem-rastgoftar/
12326,Rod,Pridy,/director/rod-pridy/
12327,Jesse,V. Johnson,/director/jesse-v-johnson/
12328,Agenore,Incrocci,/director/agenore-incrocci/
12329,Choi,Hyun-jung,/director/choi-hyun-jung/
12330,Stepan,Biryukov,/director/stepan-biryukov/
12331,Raja,Bundela,/director/raja-bundela/
12332,Paweł,Łoziński,/director/pawel-lozinski/
12333,S.,Casper Wong,/director/s-casper-wong/
12334,James,Mirarchi,/director/james-mirarchi/
12335,Valeri,Surikov,/director/valeri-surikov/
12336,Erik,Rosenlund,/director/erik-rosenlund/
12337,James,Brown,/director/james-brown-21/
12338,Michael,Faella,/director/michael-faella/
12339,Eric,Theise,/director/eric-theise/
12340,Jianguo,Deng,/director/jianguo-deng/
12341,David,Vadiveloo,/director/david-vadiveloo/
12342,Kazuto,Nakazawa,/director/kazuto-nakazawa/
12343,Yukio,Kitazawa,/director/yukio-kitazawa/
12344,Kevin,Ford,/director/kevin-ford-6/
12345,Sergey,Rusakov,/director/sergey-rusakov/
12346,Scott,Kalvert,/director/scott-kalvert/
12347,Amat,Escalante,/director/amat-escalante/
12348,Eiji,Uchida,/director/eiji-uchida/
12349,James,Gavin Bedford,/director/james-gavin-bedford/
12350,Ravishankar,,/director/ravishankar/
12351,V,M Vinu,/director/v-m-vinu/
12352,Gerardo,Naranjo,/director/gerardo-naranjo-1/
12353,Kirsi,Liimatainen,/director/kirsi-liimatainen/
12354,Joseph,Mathew,/director/joseph-mathew/
12355,Walter,Doehner,/director/walter-doehner/
12356,Alan,MacDonald,/director/alan-macdonald/
12357,Jennifer,Deutrom,/director/jennifer-deutrom/
12358,Nicolas,Picard,/director/nicolas-picard/
12359,Pēteris,Krilovs,/director/peteris-krilovs/
12360,Jason,Matherne,/director/jason-matherne/
12361,Singampuli,,/director/singampuli/
12362,Nisha,Pahuja,/director/nisha-pahuja/
12363,Marc-Ivan,O'Gorman,/director/marc-ivan-ogorman/
12364,Adrian,Grenier,/director/adrian-grenier/
12365,Giacomo,Battiato,/director/giacomo-battiato-1/
12366,Beth,McCarthy-Miller,/director/beth-mccarthy-miller/
12367,Hu,Xiaoding,/director/hu-xiaoding/
12368,Quentin,Dupieux,/director/quentin-dupieux/
12369,Nikolay,Lebedev,/director/nikolay-lebedev/
12370,Rudy,Mora,/director/rudy-mora/
12371,Laco,Adamik,/director/laco-adamik/
12372,Scott,Zakarin,/director/scott-zakarin/
12373,Matthew,Beauchesne,/director/matthew-beauchesne/
12374,Stephen,Altobello,/director/stephen-altobello/
12375,David,Lickley,/director/david-lickley/
12376,Andrés,Heidenreich,/director/andres-heidenreich/
12377,Fran,Torres,/director/fran-torres/
12378,Michael,Wadding,/director/michael-wadding/
12379,Jorge,Noble,/director/jorge-noble/
12380,Cheung,Kin-Wai,/director/cheung-kin-wai/
12381,Gérard,Pirès,/director/gerard-pires/
12382,Scott,Leberecht,/director/scott-leberecht-1/
12383,Bob,Campbell,/director/bob-campbell-2/
12384,Franco,Giraldi,/director/franco-giraldi/
12385,Marcel,Schüpbach,/director/marcel-schupbach/
12386,Jérôme,Cornuau,/director/jerome-cornuau/
12387,Shaky,González,/director/shaky-gonzalez/
12388,Dylan,Kidd,/director/dylan-kidd/
12389,Neil,Burger,/director/neil-burger/
12390,Solveig,Nordlund,/director/solveig-nordlund/
12391,Lu,Chuan,/director/lu-chuan/
12392,Dasaradh,,/director/dasaradh/
12393,Scott,Hamilton Kennedy,/director/scott-hamilton-kennedy/
12394,Marcos,Jorge,/director/marcos-jorge-1/
12395,Gabriel,Arregui,/director/gabriel-arregui/
12396,Susan,Shaw,/director/susan-shaw-3/
12397,Víctor,Jorge Ruiz,/director/victor-jorge-ruiz/
12398,Nathalie,Toisuta,/director/nathalie-toisuta/
12399,Neil,Marshall,/director/neil-marshall/
12400,Adrian,Lyne,/director/adrian-lyne/
12401,Ed,Decter,/director/ed-decter/
12402,Chen,Kaige,/director/chen-kaige-2/
12403,Sarah,Kernochan,/director/sarah-kernochan/
12404,Arjun,Sablok,/director/arjun-sablok/
12405,Christopher,Scott Cherot,/director/christopher-scott-cherot/
12406,Cho,Ui-seok,/director/cho-ui-seok/
12407,Ravi,Babu,/director/ravi-babu/
12408,Alex,Halpern,/director/alex-halpern-2/
12409,Richard,Sylvarnes,/director/richard-sylvarnes/
12410,Yun-shik,Gye,/director/yun-shik-gye/
12411,Nicholas,Tomnay,/director/nicholas-tomnay-2/
12412,Joly,,/director/joly/
12413,Chris,Terrio,/director/chris-terrio/
12414,Marcin,Krzyształowicz,/director/marcin-krzysztaowicz/
12415,Peter,McArdle,/director/peter-mcardle/
12416,Earl,Hilliard Jr.,/director/earl-hilliard-jr/
12417,Grace,Lee,/director/grace-lee/
12418,Chalerm,Wongpim,/director/chalerm-wongpim/
12419,Andrew,Mudge,/director/andrew-mudge/
12420,Tricia,Brock,/director/tricia-brock/
12421,Kim,Duke,/director/kim-duke/
12422,Kazuyuki,Morosawa,/director/kazuyuki-morosawa/
12423,Marc,Slanger,/director/marc-slanger/
12424,Giedrė,Beinoriūtė,/director/giedre-beinoriute-1/
12425,Zsuzsanna,Ardó,/director/zsuzsanna-ardo/
12426,Thampi,Kannanthanam,/director/thampi-kannanthanam/
12427,Michael,Meredith,/director/michael-meredith/
12428,Beryl,Korot,/director/beryl-korot/
12429,Aya,Somech,/director/aya-somech/
12430,Michelle,Gallagher,/director/michelle-gallagher/
12431,Pan,Dawei,/director/pan-dawei/
12432,Christian,Bonnet,/director/christian-bonnet/
12433,Yoichi,Sai,/director/yoichi-sai-1/
12434,Charles,Roxburgh,/director/charles-roxburgh/
12435,Pete,Schuermann,/director/pete-schuermann/
12436,Philip,David Segal,/director/philip-david-segal/
12437,P.J.,Wolff,/director/pj-wolff/
12438,Elena,Chernova,/director/elena-chernova/
12439,George,Lucas,/director/george-lucas-1/
12440,Matthew,Barney,/director/matthew-barney/
12441,John,Murlowski,/director/john-murlowski/
12442,Carl,Goldstein,/director/carl-goldstein/
12443,Nicolas,Cuche,/director/nicolas-cuche/
12444,Josh,Koury,/director/josh-koury/
12445,Yu,Kei,/director/yu-kei/
12446,Fulvio,Bernasconi,/director/fulvio-bernasconi/
12447,Alain,Sachs,/director/alain-sachs/
12448,Teresa,Marcos,/director/teresa-marcos/
12449,Asseff,Francisco,/director/asseff-francisco/
12450,Michael,Moore,/director/michael-moore/
12451,Dai,Sijie,/director/dai-sijie/
12452,Jeff,Waltrowski,/director/jeff-waltrowski/
12453,Reto,Salimbeni,/director/reto-salimbeni/
12454,Vladimír,Balco,/director/vladimir-balco/
12455,Oliver,Parker,/director/oliver-parker/
12456,Brian,Gilbert,/director/brian-gilbert/
12457,Frank,Pinnock,/director/frank-pinnock/
12458,Ahn,Jin-woo,/director/ahn-jin-woo/
12459,Romain,Goupil,/director/romain-goupil/
12460,Luis,Sepúlveda,/director/luis-sepulveda/
12461,Oliver,Rihs,/director/oliver-rihs/
12462,Guita,Schyfter,/director/guita-schyfter/
12463,Eric,Dahan,/director/eric-dahan/
12464,César,Martínez Herrada,/director/cesar-martinez-herrada/
12465,Stéphane,Meunier,/director/stephane-meunier/
12466,Karen,Müller,/director/karen-muller/
12467,Emilia,Putkinen,/director/emilia-putkinen/
12468,Lisa,Cholodenko,/director/lisa-cholodenko-1/
12469,Emanuele,Crialese,/director/emanuele-crialese/
12470,Jim,Jarmusch,/director/jim-jarmusch/
12471,Christophe,Honoré,/director/christophe-honore-1/
12472,Gen,Yamakawa,/director/gen-yamakawa/
12473,Sidiki,Bakaba,/director/sidiki-bakaba/
12474,Anita,M. Cal,/director/anita-m-cal/
12475,Lynne,Ramsay,/director/lynne-ramsay/
12476,Abderrahmane,Sissako,/director/abderrahmane-sissako/
12477,John,Sayles,/director/john-sayles/
12478,Nancy,Stern Winters,/director/nancy-stern-winters-1/
